pair,src_text,mt_text,human_score,fluency2,gemba_score,disagreement,f2_overestimates,issue_type,severity,low_confidence,main_issue,idiomatic,collocational,discourse,pragmatic,calque
EN→zh_CN,"Kyle cut in, finishing Luc’s thought. “You want us to be his billet family.”
Luc nodded thoughtfully. “I’ve seen firsthand how you and Nicole raised Ryan, and just look at how incredible he turned out. If Declan has a support system like yours, it could be a game changer for him.”
Kyle took a moment to ponder. This wasn’t merely a simple favor; this was a responsibility for another soul. He hadn’t anticipated considering taking in a kid when he read Luc’s text that morning. Still, he would do anything for Luc, and the earnest look in his eyes made it clear just how serious this was to him. That meant it was now serious to Kyle as well.","“你们是想让我们当他的寄养家庭，”凯尔插话说道，补充了卢克的话。
卢克若有所思地点点头。“我亲眼见过你们是怎么教育瑞恩的，而且看看他现在有多么优秀。如果迪克兰也能得到像你们这样的支持，那对他来说将会是巨大的改变。”
凯尔沉思片刻。这不仅仅是一件小事，而是要承担起照顾另一个人的责任。他早上收到卢克的信息时，根本没想过要收养一个孩子。但为了卢克，他愿意做任何事，而且卢克眼中那种真挚的表情也让他明白这件事对卢克来说有多么重要。既然如此，这件事对凯尔来说也变得非常重要了。",100.0,1.7039351639401723,72.0,1.3414206813949254,False,false_friend,major,False,"The translation mistranslates 'taking in a kid' (in a billeting context) as legal adoption (收养), which fundamentally changes the nature of the request.",5.0,6.0,7.0,4.0,5.0
EN→cs_CZ,"🧵 I now have a German telefonnummer! Exciting!
That travel sim I bought did help bridge the gap, but the service was horrendous and relied on roaming. I was also under the impression it could dial out, which it could not. I already needed to call a German number.
The SIM salesperson was also an expat (not american) and I had the nicest conversation! He wanted tips with learning programming*, and I asked how long to learn German and he was super inspiring! Saying that those who must learn—like for work—learn much more and faster! He encouraged me to keep with it and in 3 months I should be fine 🫶. 
I will try to keep my numver when I inevitably switch. I chose this from convenience. Being that he didnt even require me an address, only an ID to activate. 
Aside: no, I didnt think D-Netz was a Deez Nuts reference... Ofc not xD. You're silly for even thinking that haha
(*hes starting in Python! Which I think is the MOST fun, even if someone has to unlearn bad habits. I think its a valuable litmus test for those to see if programming is for them) ","🧵 Teď mám německé telefonnummer! Vzrušující!
Ta cestovní SIM karta, kterou jsem si koupila, pomohla překlenout mezeru, ale služba byla hrozná a spoléhala na roaming. Také jsem měla dojem, že může volat ven, což nemohla. Už jsem potřebovala zavolat na německé číslo.
Prodavač SIM karet byl také expat (ne Američan) a měli jsme nejmilejší rozhovor! Chtěl tipy na učení programování* a já jsem se zeptala, jak dlouho se učí německy, a on byl super inspirativní! Říkal, že ti, kteří se musí učit – třeba kvůli práci – se učí mnohem víc a rychleji! Povzbudil mě, abych v tom pokračovala, a za 3 měsíce bych měla být v pořádku 🫶.
Budu se snažit si své číslo ponechat, až ho nevyhnutelně přepnu. Vybrala jsem si to z pohodlnosti. Protože ani nežádal adresu, jenom ID k aktivaci.
Mimochodem: ne, nemyslela jsem si, že D-Netz je odkaz na Deez Nuts... Samozřejmě ne xD. Jste hloupí, že si to vůbec myslíte haha
(*začíná v Pythonu! Což si myslím, že je NEJVĚTŠÍ zábava, i když se někdo musí odnaučit špatné návyky. Myslím, že je to cenný litmusový test pro ty, kteří chtějí zjistit, zda je programování pro ně)",87.0,1.4110413932056243,62.0,1.340715760440077,False,calque,major,False,"The translation relies heavily on literal calques of English idioms and fails to adapt the tone to natural, informal Czech.",3.5,4.5,5.5,4.0,3.5
EN→ja_JP,"its then that the immortal words of mao resonate through my loaded taco skull to go investigate instead of fantasizing about Difficult Conversation Doritos so i go and try to track down doritos late night line. 500 food products are released to the US public every year and about 480 of them disappear within 6 months and pepsico knows this which is why they don't do any marketing or advertisement - blind drops at the corner, secret boxes where the arrival IS the announcement. theres very little",その時、毛沢東の不滅の言葉が私のローデッド・タコ頭蓋骨に響き渡り、困難な会話ドリトスについて空想するのではなく調査に行けと言う。そこで私はドリトス・レイトナイト・ラインを追跡しようとする。年間500の食品がアメリカ国民にリリースされ、そのうち約480が6ヶ月以内に消える。ペプシコはこれを知っているからマーケティングや広告を行わない - 角の店での盲目的投下、到着が発表である秘密の箱。ほとんど何もない。,82.5,1.3094826592331597,55.0,1.3406996470684338,False,calque,major,False,"The translation is overly literal, failing to capture the humorous, gonzo tone and resulting in nonsensical calques like 'loaded taco skull'.",3.0,4.0,5.0,3.0,2.0
EN→cs_CZ,"X: Yeah, I'm looking for an entertaining tourist attraction, can point me in the direction of some places to check out?
Y: I have about 5 different entertainment venues if that is what you are looking for. Do you have a preference on the area its located in?
X: No preference, please just pick one and give me the postcode and address.
Y: I think you'd enjoy the Funky Fun House. They're located at 8 mercers row, mercers row industrial estate. Their postcode is cb58hy. Can I help you with anything else?
X: What area is the Funky Fun House located?
Y: Funky fun house is located in the east area. Can I help you with anything else today?
X: I am also looking for a restaurant that's moderately priced and serves british food.
Y: I have five different restaurants to choose from. There are 4 in the centre of town, and 1 in the west. Do you have a preference?
X: Let's try making at booking at the one in the west.
Y: Ok, what day would you like to make the reservation on?
X: We'll need the reservation for Friday at 19:30. What's the name of the restaurant in the West?
Y: That one is called Saint Johns Chop House.  How many people will be dining?
X: There will be 7 of us. Can you please give me the reference number as well?
Y: Your reservation was a success and the reference number is JTWXFM7M.
X: Thank you. Now I need to arrange a taxi to take me from Funky Fun House to dinner at Saint John's.
Y: I have booked a Blue Volvo.  It will pick you up at the funky fun house at 19:00 and get you to the restaurant in time for your 19:30 reservation.  The contact number is 07566667235
X: Thank you so much. That's all I need for tonight. Take care. Goodbye.
Y: Have a nice day, goodbye.","X: Jo, hledám nějakou zábavnou turistickou atrakci, mohl bys mi poradit, kam bych se měl podívat?
Y: Pokud hledáš zábavu, mám pro tebe asi 5 různých míst. Máš nějakou představu o oblasti, kde by mělo být?
X: Ne, žádné preference, vyber mi prosím jedno a řekni mi PSČ a adresu.
Y: Myslím, že by se ti líbilo v Funky Fun House. Nachází se na adrese 8 mercers row, mercers row industrial estate. Jejich PSČ je cb58hy. Můžu ti ještě něčím pomoct?
X: V jaké oblasti se nachází Funky Fun House?
Y: Funky Fun House se nachází ve východní oblasti. Můžu ti ještě dnes něčím pomoct?
X: Hledám také restauraci, která má mírné ceny a podává britskou kuchyni.
Y: Mám na výběr z pěti různých restaurací. Čtyři jsou v centru města a jedna na západě. Máš nějakou preferenci?
X: Zkusme si udělat rezervaci v té na západě.
Y: Dobrá, na jaký den bys chtěl rezervaci udělat?
X: Rezervace budeme potřebovat na pátek v 19:30. Jak se jmenuje ta restaurace na západě?
Y: Ta se jmenuje Saint Johns Chop House. Kolik lidí bude večeřet?
X: Budeme nás sedm. Mohl bys mi prosím také sdělit referenční číslo?
Y: Tvoje rezervace byla úspěšná a referenční číslo je JTWXFM7M.
X: Děkuji. Teď musím zařídit taxi, které mě odveze z Funky Fun House na večeři do Saint John's.
Y: Zarezervoval jsem modré Volvo. Vyzvedne tě v Funky Fun House v 19:00 a dostane tě do restaurace včas na tvou rezervaci na 19:30. Kontaktní číslo je 07566667235
X: Moc děkuji. To je vše, co dnes večer potřebuji. Mějte se hezky. Sbohem.
Y: Hezký den, sbohem.",97.0,1.6382139488407692,92.0,1.3387868984128999,False,collocation,major,False,The translation contains a major grammatical error in expressing the number of people and inconsistent register (switching from informal to formal at the end).,5.0,4.0,7.0,5.0,6.0
EN→ar_EG,"Declan hesitated only for a second before sliding into his seat next to Ryan, who was already digging in like it was a competitive sport. He glanced at his own portion and, after a quick taste, instantly understood why. The chicken parm was insanely good.
Declan took another bite, savoring the perfect balance of crispy breading and rich marinara. The flavors were way better than he expected, so much so that he couldn't help but mutter, “This is fucking good.”
The second the words left his mouth, the room fell dead silent. Ryan’s fork froze halfway to his mouth, his eyes snapping up to Declan with a mixture of shock and disbelief, like Declan had just unleashed a bomb at the dinner table. ","تردد ديكلان ثانيةً واحدة فقط قبل أن ينزلق إلى مقعده بجانب ريان، الذي كان قد بدأ يتناول الطعام وكأن الأمر مسابقة رياضية. نظر إلى حصته، وبعد تذوق سريع فهم على الفور السبب. دجاج البارميزان كان لذيذاً بشكل لا يصدق.
أخذ ديكلان قضمة أخرى، مستمتعًا بالتوازن المثالي بين الخبز المقرمش وصلصة المارينارا الغنية. كانت النكهات أفضل بكثير مما توقع، لدرجة أنه لم يستطع أن يمنع نفسه من التفوّه بـ: ""هذا لذيذ جدًا.""
في اللحظة التي خرجت فيها الكلمات من فمه، ساد صمت شديد في المكان. شوكة رايان تجمدت في منتصف الطريق إلى فمه، ونظراته تداعلت صوب ديكلان بخليط من الصدمة وعدم التصديق، وكأن ديكلان قد أطلق قنبلة على مائدة العشاء.",0.0,1.47390961186476,55.0,1.337790097527838,True,register_mismatch,critical,False,"The translation uses polite, formal MSA for a profane phrase, making the characters' shocked reaction completely nonsensical in context.",4.0,5.0,6.0,2.0,4.0
EN→sr_Cyrl_RS,"I think a lot of the other stuff is such a flagrant violation. These 40 cases.... It's like an advent calendar of illegality, Greg. Every day you turn up another flap and another constitutional provision statute or regulation is violated, started on day one. Many of these are dead losers for Trump, except with complicit, corrupt, conflicted Thomas and Alito.","Мислим да је много других ствари тако дрско кршење. Ових 40 случајева.... Изгледа као адвент календар незаконитости, Грегу. Сваког дана откријете нови шак и још једна уставна одредба, закон или пропис је кршен, почело је првог дана. Много ових је мртвих губитака за Трампа, осим уз саучесничког, корумпираног, конфликтног Томаса и Алита.",80.0,1.2554486137416958,54.0,1.33753518974701,False,idiom_literal,major,False,"The translation relies on literal renderings of English idioms and false friends, including a non-existent word 'шак' for 'flap'.",3.0,3.0,4.0,3.0,2.0
EN→ar_EG,"I shouldn't be surprised - actual children are buying expensive anti-ageing potions and fretting about their nonexistent crow's feet now. But still, this dramatic normalisation of invasive beauty procedures is unnerving.",لا ينبغي أن أتفاجأ - فالأطفال الحقيقيون يشترون مقويات مكافحة الشيخوخة باهظة الثمن ويشعرون بالقلق بشأن تجاعيد الجفون غير الموجودة. لكن لا يزال هذا التطبيع الدرامي للإجراءات التجميلية الغازية مثيرًا للقلق.,0.0,1.4722650989612136,82.0,1.3356165573050367,True,calque,major,False,"The translation suffers from heavy calquing, particularly with 'invasive' (الغازية) and 'dramatic' (الدرامي), which do not carry the same meaning in Arabic.",4.5,4.0,6.0,5.0,3.5
EN→sr_Cyrl_RS,"what i manage to collate is this: there are three other flavors of late night doritos: Sizzlin' Cheeseburger (?), Last Call Jalapeno Poppers (??) and ""Chili Sandwich"", which is not a flavor. however in my attempts to find out anything about the doritos late night line, i stumble upon DORITOS AFTER DARK @ THE CRYPTO.COM STADIUM, the official doritos concept restaurant. thinking that the marketing is perhaps a near-miss, i nearl yclose the tab but for spotting LATE NIGHT in copyright font.","Uspio sam da prikupim sledeće informacije: postoje još tri ukusa Doritosa Kasna Noć: Sizzlin' Cheeseburger (?), Last Call Jalapeno Poppers (??) i ""Čili Sendvič"", koji nije ukus. Međutim, pokušavajući da saznam nešto o liniji Doritos Kasna Noć, nailazim na DORITOS AFTER DARK @ THE CRYPTO.COM STADIUM, zvanični Doritos restoran. Mislivši da je marketing blizu promašaja, skoro zatvaram karticu, ali primetim LATE NIGHT u zaštitnom fontu.",89.0,1.4616571327678722,72.0,1.3334819977372199,False,calque,major,False,The translation mixes Ijekavian and Ekavian dialects and uses literal calques for brand names and idioms like 'near-miss'.,4.0,5.0,4.0,5.0,4.0
EN→et_EE,"Overexposure, of course, is the death knell for cool in most cases (or at least self-conscious, trend-following ""coolness,"" as I mean it here). This is particularly true amid the one-upmanship of contemporary food and drink culture which, as defined by social media, is always about being the first to find the undiscovered or most novel thing - the ""hidden gem,"" the bakery and ""pasta space"" in London's zone 6 or what have you (""Come with me to the pub in Richmond that regularly floods""). And while Guinness's current round of popularity began because it was once viewed among younger pubgoers as a left-field choice - an ""if you know, you know"" order - it now couldn't be less of a secret.","Üleeksponeerimine on loomulikult enamikul juhtudel laheduse surmakell (või vähemalt eneseteadliku, trende järgiva „laheduse“, nagu ma seda siin mõtlen). See kehtib eriti tänapäeva toidu- ja joogikultuuri üksteise ületrumpamise keskel, mis sotsiaalmeedia definitsiooni kohaselt seisneb alati selles, et olla esimene, kes leiab midagi avastamatut või uudset – „peidetud pärli“, pagariäri ja „pastakoha“ Londoni 6. tsoonis või mida iganes („Tule minuga Richmondi pubisse, mis regulaarselt üle ujutab“). Ja kuigi Guinnessi praegune populaarsus sai alguse sellest, et nooremad pubikülastajad pidasid seda kunagi tavatuks valikuks – tellimuseks neile, „kes teavad, need teavad“ –, siis nüüd ei saaks see olla enam vähem salajane.",86.0,1.396034310445879,92.0,1.3307181697680908,False,calque,major,False,"The translation relies on literal renderings of English idioms and syntactic structures, leading to unnatural phrasing and a semantic error ('avastamatut' instead of 'avastamata').",4.0,4.0,5.0,4.0,3.0
EN→ru_RU,"For one thing, tweakments are so expensive! It's none of my business how people spend their money - my disposable income is dedicated to becoming the Joe Exotic of decorative poultry - but will we end up with an attractiveness inequality gap? Or will the democratisation of HD face mean almost everyone will be smoothly immobile soon? I suspect there will always be better and worse tweakments: that UCL research also points out how alarmingly unregulated the industry is.","Во-первых, твикменты такие дорогие! Не мое дело, как люди тратят свои деньги — мой располагаемый доход посвящен тому, чтобы стать Джо Экзотиком декоративной птицы — но не окажемся ли мы с разрывом в неравенстве привлекательности? Или демократизация HD-лица означает, что почти все скоро будут гладко неподвижными? Я подозреваю, что всегда будут лучшие и худшие твикменты: исследование UCL также указывает на то, насколько тревожно нерегулируемой является эта индустрия.",88.0,1.441199044992385,62.0,1.3306889590215345,False,calque,major,False,"The translation suffers from heavy calquing and pleonastic phrasing, particularly in rendering complex English noun phrases and metaphors literally.",4.0,4.0,6.0,5.0,3.5
EN→ar_EG,"🧵 I am not officially registered in Germany! Anmeldung in-hand! Woo 🎉
And I knew a lot for German than I thought in this exchange! I practiced German and she practiced English. (we both were being humble, but her English was good) 
""Im sorry to ask... But are you man, woman, or divers?"" 💜💜
We proceeded to talk about that. And she said she wondered if maybe thats why I come from states and I was like: yes, its so nice to hear other people understand. Omg.
She said shes happy that people [like me] come and see Germany as a safe place 🫶","🧵 أنا الآن مسجّل رسميًا في ألمانيا! ورقة التسجيل (Anmeldung) بيدي! يا للروعة 🎉
وأدركت أنني أعرف الكثير من اللغة الألمانية أكثر مما كنت أظن خلال هذا الحديث المتبادل!أنا مارست اللغة الألمانية وهي مارست اللغة الإنجليزية.(كنا كلانا متواضعين، ولكن لغتها الإنجليزية كانت جيدة)
آسف على السؤال... ولكن هل أنت رجل أم امرأة أم شخص متنوع الجنس؟💜💜
بدأنا نتحدث عن ذلك. وقالت إنها تساءلت عما إذا كان هذا هو سبب مجيئي من الولايات المتحدة، فقلت لها: نعم، من الرائع جدًا أن تسمع الآخرين يتفهمون الأمر. يا إلهي.
قالت إنها سعيدة لأن الناس [مثلي] يأتون ويرون ألمانيا مكانًا آمنًا.",0.0,1.4684835664952665,52.0,1.3306185345465407,True,register_mismatch,major,False,"The translation uses stiff Modern Standard Arabic (MSA) instead of the requested Egyptian Arabic (ar_EG), which is inappropriate for an informal social media post.",4.0,5.0,5.5,3.0,4.0
EN→ar_EG,"A brief note on Play Station controllers to round out the 1st party lineup: I never liked them.
Dual Shock 1-3 felt exactly the same to me with exactly the same flaws: Oversized thumbsticks placed too close together, mushy face/shoulder/trigger buttons that seemed to wear out very quickly, and a D-pad that just felt wrong. Dual Shock 4 fixed a lot of problems, but introduced a bunch of new ones. I got a Dual Sense because some friends had a hard time with asymmetrical thumbsticks, and for some reason local stores were selling them for $20 less than DS4 controllers.
I don't really use this controller: Face buttons are spaced too far apart, my audio in/output keeps defaulting to the controller when it's connected, the bumpers are weirdly tall, and I keep accidentally pressing the track pad when trying to hit menu/share.
They are fine guest controllers that have come a long way in terms of design, but for me they're a novelty at best.","ملاحظة موجزة حول أجهزة تحكم Play Station لإكمال تشكيلة الطرف الأول: لم أحبها أبدًا.
كان Dual Shock 1-3 يبدو لي متطابقًا تمامًا مع نفس العيوب: عصي التحكم كبيرة الحجم موضوعة قريبة جدًا من بعضها البعض، وأزرار الوجه/الكتف/الزناد اللينة التي تبدو وكأنها تتلف بسرعة كبيرة، ولوحة اتجاهات تبدو خاطئة تمامًا. لقد أصلح Dual Shock 4 العديد من المشكلات، لكنه أضاف مجموعة جديدة منها. لقد اشتريت Dual Sense لأن بعض الأصدقاء واجهوا صعوبة مع عصي التحكم غير المتماثلة، ولسبب ما كانت المتاجر المحلية تبيعها بسعر أقل بـ 20 دولارًا من أجهزة تحكم DS4.
لا أستخدم هذا الجهاز حقًا: أزرار الوجه متباعدة جدًا، ويستمر إدخال/إخراج الصوت في التبديل إلى الجهاز عند توصيله، وأزرار الحماية طويلة بشكل غريب، وأستمر في الضغط على لوحة التتبع عن طريق الخطأ عند محاولة الضغط على القائمة/المشاركة.
إنها أجهزة تحكم ضيوف جيدة قطعت شوطًا طويلاً من حيث التصميم، لكنها بالنسبة لي مجرد شيء جديد على أفضل تقدير.",0.5,1.4789228393722855,60.0,1.32949987324819,True,calque,major,False,"The translation uses literal dictionary meanings for gaming terminology (e.g., 'bumpers' as 'protection buttons') and lacks the informal, localized tone expected in Egyptian Arabic gaming contexts.",4.5,4.0,6.0,4.5,4.0
EN→ar_EG,"there's a lot of things that are wrong with america. this doesn't clock the 15th percentile. it's just an average sort of excess, another straw on the like last descendant of the great plains buffalo's ailing back. even so, even being as jaded to the way that americans eat as i am, having ordered a one-scoop cup of superman flavor ice cream last night, i find that i have not and could never reach rock bottom. there is a 121st day of sodom, my uncle who works at nintendo told me about it.","هناك الكثير من المشاكل في الولايات المتحدة. وهذا ليس مجرد مشكلة عابرة، بل هو نوع من المبالغة المعتادة، وكأنها ضربة أخرى على ظهر ""البيسون"" الذي يمثل رمزًا للسهول العظيمة، والذي يعاني بالفعل. ومع ذلك، على الرغم من أنني أصبحت معتادًا على طريقة تناول الطعام لدى الأمريكيين، وحتى بعد أن طلبت ""كوبًا"" واحدًا من الآيس كريم بنكهة ""سوبرمان"" الليلة الماضية، إلا أنني لم أصل إلى ""الحضيض"" ولم أستطع الوصول إليه. هناك ""يوم 121 من سدوم""، وهذا ما أخبرني به عمي الذي يعمل في شركة ""نينتندو"".",0.0,1.466696585702027,55.0,1.3282566955952602,True,idiom_literal,major,False,The translation fails to adapt the 'straw on the back' idiom into its Arabic equivalent and uses Modern Standard Arabic instead of the requested Egyptian dialect.,4.0,5.0,5.0,4.0,4.0
EN→ar_EG,"Declan shifted in his seat, still trying to wrap his head around it. Living with Kyle Barnes. Having breakfast across the table from the guy who used to light it up in the league. It was a lot to take in.
Kyle let out a soft chuckle, picking up on the hesitation in Declan’s eyes. “It’s a lot to process, huh?”
Declan didn’t answer, but the look on his face said enough. He watched Kyle carefully, the weight of it all pressing in.
Kyle leaned back in his chair, settling into a more relaxed posture, but his eyes stayed sharp and knowing. “I’ve been where you’re sitting. New town. New team. Big pressure. It can mess with your head if you let it.”","تحرك ديكلان في مقعده، ما زال يحاول أن يفهم ما يحدث. العيش مع كايل بارس. تناول وجبة الإفطار عبر الطاولة من الرجل الذي اعتاد أن يضيءها في الدوري. كان هناك الكثير مما يجب استيعابه.
ضحك كايل ضحكة خفيفة، ملاحظاً التردد في عيني ديكلان. ""إنه الكثير مما يجب معالجته، أليس كذلك؟""
لم يجب ديكلان، لكن نظرة وجهه قالت الكثير. كان يراقب كايل بعناية، حيث كان ثقل كل ذلك يضغط عليه.
استلقى كايل على كرسيه، واتخذ وضعية أكثر استرخاءً، لكن عينيه بقيتا حادتين ومدركتين. ""كنت في نفس المكان الذي تجلس فيه. مدينة جديدة. فريق جديد. ضغط كبير. يمكن أن يفسد عقلك إذا سمحت له بذلك.""",0.0,1.4666043901562102,55.0,1.3281348414421161,True,calque,major,False,"The translation uses literal calques for English idioms, such as 'light it up' and 'process', which sound unnatural or nonsensical in Arabic.",4.0,5.0,6.0,4.0,3.0
EN→ar_EG,"Declan’s mind flickered through every worry he’d been carrying since stepping off that bus. Was Kyle reading him that easily? It felt like he was peeling back layers without even trying. That low, familiar buzz of uncertainty crept up again, and somehow, Kyle seemed to catch it without a word.
“I know it’s not easy, kid.” Kyle gave a small, almost fatherly sigh. His voice was lower now; gentle, but steady. “But here’s the thing. If you stay with us, you’re not just crashing at a billet house. I’m offering you space to breathe. A place to land when everything else feels like it’s spinning.”","مر عقل ديكلان بسرعة على كل المخاوف التي كان يحملها منذ أن نزل من تلك الحافلة. هل كان كايل يقرأه بهذه السهولة؟ شعر وكأنه كان يقشر الطبقات دون حتى أن يحاول. ذلك الطنين المنخفض المألوف لعدم اليقين تسلل مرة أخرى، وبطريقة ما، بدا أن كايل التقطه دون أن ينطق بكلمة.
“أعلم أن الأمر ليس سهلًا، يا فتى.” أطلق كايل تنهيدة صغيرة، شبه أبوية. كان صوته أكثر انخفاضًا الآن؛ لطيفًا، لكنه ثابت. “لكن إليك الأمر. إذا بقيت معنا، فلن تكون مجرد نازل في بيت ضيافة. أنا أقدم لك مساحة للتنفس. مكانًا تهبط فيه عندما تشعر بأن كل شيء آخر يدور من حولك.”",0.0,1.4666043901562102,62.0,1.3281348414421161,True,calque,major,False,"The translation relies heavily on literal calques of English metaphors and idioms, resulting in a text that feels like 'translationese' rather than natural Arabic.",4.0,5.0,6.0,4.0,3.0
EN→zh_CN,"“Yeah, I think so,” Ryan replied, his voice steady despite the nervous flutter in his stomach. There was a determination in his eyes that reassured Kyle.
“Hey, you’ll do great,” Kyle said, offering a comforting smile. “But before you head to class, Mom wants a quick picture.”
Ryan groaned, anticipating the familiar routine. “Do we have to—”
“Ryan,” Kyle replied, his tone light but firm. “Less attitude, please. You know the drill.”
They stepped out of the car, and Kyle quickly snapped a picture he knew Nicole would cherish. It wasn’t Ryan’s most enthusiastic smile, but it was a smile nonetheless.","“是的，我想是这样，”瑞安回答道，尽管内心紧张不安，但他的声音依然平稳。他的眼中流露出坚定的神情，这让凯尔感到安心。
“嘿，你会做得很好的，”凯尔安慰地微笑着说。“不过在你去上课之前，妈妈想要拍一张照片。”
莱恩呻吟着，预感到即将开始那个熟悉的流程。“我们非得这么做吗——”
“莱恩，”凯尔回答道，语气轻松但坚定。“请收敛一点。你很清楚规矩的。”
他们下车后，凯尔迅速拍下了一张照片，他知道妮可一定会珍惜这张照片。那并不是瑞恩最热情的微笑，但这总归是一个微笑。",96.0,1.624233748846249,82.0,1.3274320845841332,False,idiom_literal,major,False,"The translation suffers from severe character name inconsistency and uses a literal, contextually inappropriate translation for 'groaned'.",5.0,6.0,3.5,5.0,5.0
EN→sr_Cyrl_RS,🧵 Even the dogs here speak German! They are all wauwau insteaf of Bark Bark,🧵 Čak i psi ovde govore na nemskom! Svi su wauwau umesto Bark Bark,84.0,1.3537780961319545,72.0,1.3269032113988473,False,idiom_literal,major,False,The translation fails to adapt the onomatopoeia 'Bark Bark' to Serbian 'av-av' and contains a spelling error in 'nemačkom'.,3.0,4.0,5.5,3.0,3.5
EN→ja_JP,"In every bit of sincerity, if you are planning to travel to the United States in the coming months or years, do NOT travel to the United States. Like at all. 
You will not be safe here. It is a fascist country and its policy now is to punish people for the crime of fucking nothing.","心の底から言いますが、もし今後数ヶ月、数年のうちにアメリカへ旅行する予定があるのなら、絶対にアメリカへは行かないでください。絶対に。
この国にいると身の安全は保障されない。ここはファシスト国家であり、今や何の罪もない人々を処罰するのが国の方針なのだ。",55.0,2.7070913080001566,92.0,1.3268983926220188,True,register_mismatch,minor,False,"The translation shifts abruptly from a polite address to a detached, plain register and sanitizes the aggressive, emotional tone of the source.",7.0,8.0,6.0,6.0,8.0
EN→ja_JP,"its then that the immortal words of mao resonate through my loaded taco skull to go investigate instead of fantasizing about Difficult Conversation Doritos so i go and try to track down doritos late night line. 500 food products are released to the US public every year and about 480 of them disappear within 6 months and pepsico knows this which is why they don't do any marketing or advertisement - blind drops at the corner, secret boxes where the arrival IS the announcement. theres very little",そのとき、毛沢東の不朽の言葉が私の頭に響き渡り、空想しているよりは、実際にディファカルド・コンバレーション・ドリトスの存在を確かめに行くべきだと考え、ディファカルド・コンバレーション・ドリトスの夜中の列を追いかけることにした。毎年、500種類の食品が米国で発売されるが、そのうちのおよそ480種類が、発売後6ヶ月で消え去る。ペプシコ社はこのことを把握しており、マーケティングや広告をしない理由もこれによるものだ。つまり、路上でばら撒いたり、商品の到着がそのまま告知となるような秘密の箱に入れて配布するだけだ。このような方法は非常に限られている。,85.0,1.376483626778307,62.0,1.326725821930151,False,collocation,major,False,"The translation misinterprets 'late night line' as a physical queue of people rather than a product line, and contains several transliteration misspellings.",4.0,3.0,5.0,3.5,4.0
EN→cs_CZ,"F. W. Murnau's ""Nosferatu: A Symphony of Horror"" is itself a remake - an unauthorized adaptation of ""Dracula,"" Bram Stoker's compulsively readable fever dream of a novel - and Murnau and the screenwriter Henrik Galeen retained much of what was arresting about the original while slipping in their own major changes: They're responsible, for example, for the now-set-in-stone tradition that sunlight can destroy the vampire, a notion nowhere in Stoker's book. I likely saw ""Nosferatu"" at too impressionable an age. I was 6, PBS was showing such things and my babysitter was simply glad I wasn't burning down the house. But I would have been flattened by it whenever I saw it. It was like having felt a draft from a grave. (Its effects were so long-lasting that 30-something years later I published a novel inspired by the film and its production.) The whole thing wasn't so much petrifying as insidiously unsettling, and all of that started with the figure of Nosferatu himself. Max Schreck's performance is, 102 years later, still the benchmark for sinister and dignified repulsiveness. Schreck's vampire has the stillness of a figure in a bad dream or a spider on its web, and the world he inhabits is at times equally disconcerting. After our hero Hutter's first frightening night in Nosferatu's castle, he notices in the mirror that something has bitten his neck, and he smiles.","Snímek „Nosferatu, symfonie hrůzy“ od F. W. Murnaua je sám o sobě remakem – neautorizovanou adaptací „Drákuly“, horečnatého snového románu Brama Stokera, který se čte jedním dechem – a Murnau se scenáristou Henrikem Galeenem si ponechali mnohé z toho, co bylo na originálu strhující, a zároveň do něj vložili své vlastní zásadní změny: Jsou zodpovědní například za dnes již zavedenou tradici, že sluneční světlo dokáže upíra zničit, což je myšlenka, která se ve Stokerově knize nikde neobjevuje. „Nosferatu“ jsem pravděpodobně viděl v příliš útlém věku. Bylo mi šest let, veřejnoprávní televize tehdy takové věci vysílala a moje chůva byla prostě ráda, že jsem nepodpálil dům. Ale srazilo by mě to na kolena, ať už bych to viděl kdykoli. Bylo to, jako bych ucítil závan z hrobu. (Jeho účinky byly tak dlouhodobé, že jsem o zhruba třicet let později vydal román inspirovaný tímto filmem a jeho natáčením.) Celé to nebylo ani tak děsivé, jako spíše zákeřně znepokojivé, a všechno to začalo postavou samotného Nosferatu. Výkon Maxe Schrecka je i po 102 letech stále etalonem zlověstné a důstojné odpornosti. Schreckův upír má nehybnost postavy ze zlého snu nebo pavouka na pavučině a svět, který obývá, je občas stejně znepokojivý. Poté, co náš hrdina Hutter prožije první děsivou noc na Nosferatově hradě, všimne si v zrcadle, že ho něco kouslo do krku, a usměje se.",99.0,3.6985717531887112,100.0,1.3247076974201442,True,none,cosmetic,False,"The translation is highly professional and natural, with only very minor stylistic choices or morphological preferences being debatable.",8.0,8.0,9.0,8.5,8.5
