lp,dataset,doc_id,seg_id,system_id,idiomatic,collocational,discourse,pragmatic,calque,fluency2,fluency3_,confidence,fluency2_raw,fluency2_recalc_g6.25
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_news_#_guardian.229338_#_5,904,Grok 4.20,50.0,50.0,60.0,60.0,50.0,16.12,50.0,0.8,51.5,1.6117504067496446
EN-bho_IN,wmt25_fluency_benchmark,en-bho_IN_#_speech_#_vid_2qWfOH69wGU_#_0,811,Grok 4.20,20.0,30.0,40.0,30.0,20.0,12.02,23.290000000000003,0.8,25.2,1.2022280552322682
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_literary_#_rink_rats_chapter2_#_15,859,Grok 4.20,50.0,50.0,70.0,60.0,50.0,16.56,50.0,0.8,52.400000000000006,1.656483615977282
EN-bho_IN,wmt25_fluency_benchmark,en-bho_IN_#_news_#_guardian.229703_#_2,715,Grok 4.20,40.0,40.0,50.0,40.0,30.0,13.959999999999999,38.0,0.8,39.2,1.396034310445879
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_news_#_en.ndtv.com.357237_#_2,889,Grok 4.20,40.0,50.0,60.0,50.0,40.0,15.0,43.29,0.8,45.199999999999996,1.5003106772285553
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_literary_#_rink_rats_chapter2_#_18,862,Grok 4.20,50.0,50.0,60.0,50.0,40.0,15.68,48.0,0.8,49.2,1.5675033830172878
EN-bho_IN,wmt25_fluency_benchmark,en-bho_IN_#_speech_#_vid_8qZFupajBuo_#_0,818,Grok 4.20,60.0,60.0,70.0,70.0,60.0,19.09,60.0,0.8,61.5,1.9085825089011017
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_news_#_guardian.230737_#_1,919,Grok 4.20,50.0,50.0,70.0,60.0,50.0,16.56,50.0,0.8,52.400000000000006,1.656483615977282
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_speech_#_vid_3vpEaAjDgtI_#_0,1001,Grok 4.20,20.0,30.0,30.0,30.0,20.0,11.899999999999999,23.290000000000003,0.8,24.3,1.1897194416536612
EN-bho_IN,wmt25_fluency_benchmark,en-bho_IN_#_speech_#_vid_qhwgP27R4xw_#_0,839,Grok 4.20,20.0,20.0,30.0,20.0,20.0,11.44,20.0,0.8,20.9,1.1444819669206479
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_news_#_guardian.231311_#_4,930,Grok 4.20,60.0,50.0,70.0,70.0,60.0,18.35,56.71,0.8,58.70000000000001,1.835361931297756
EN-bho_IN,wmt25_fluency_benchmark,en-bho_IN_#_speech_#_vid_6dP6bHX73_k_#_0,814,Grok 4.20,40.0,40.0,50.0,40.0,30.0,13.959999999999999,38.0,0.8,39.2,1.396034310445879
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_social_#_114174389242714730_#_2,1171,Grok 4.20,50.0,50.0,60.0,60.0,40.0,15.83,48.0,0.8,49.800000000000004,1.5831935067894334
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_news_#_guardian.231311_#_0,926,Grok 4.20,50.0,60.0,80.0,60.0,40.0,17.91,51.28999999999999,0.8,54.400000000000006,1.791264061308347
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_news_#_guardian.231311_#_0,1132,Grok 4.20,40.0,40.0,60.0,50.0,30.0,14.299999999999999,38.0,0.8,40.7,1.4296484019724072
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_news_#_guardian.229338_#_5,1122,Grok 4.20,40.0,40.0,60.0,50.0,40.0,14.530000000000001,40.0,0.8,42.400000000000006,1.4532757831764425
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_social_#_114417630342798842_#_4,982,Grok 4.20,60.0,70.0,80.0,60.0,60.0,21.080000000000002,63.29,0.8,64.60000000000001,2.1080471213677012
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_news_#_guardian.229338_#_6,1123,Grok 4.20,40.0,40.0,60.0,50.0,40.0,14.530000000000001,40.0,0.8,42.400000000000006,1.4532757831764425
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_literary_#_rink_rats_chapter2_#_16,1072,Grok 4.20,40.0,50.0,60.0,60.0,40.0,15.16,43.29,0.8,45.8,1.5160008010007007
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_dialogue_#_SNG0991_#_0,1054,Grok 4.20,50.0,40.0,80.0,70.0,50.0,17.29,46.71,0.8,51.099999999999994,1.7293876290981913
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_speech_#_vid_rU8nY03Lo5s_#_0,1028,Grok 4.20,50.0,60.0,50.0,60.0,50.0,16.61,53.29,0.8,53.4,1.6614357986947723
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_literary_#_rink_rats_chapter2_#_30,1086,Grok 4.20,50.0,40.0,60.0,70.0,50.0,15.95,46.71,0.8,49.3,1.5945376521826233
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_literary_#_rink_rats_chapter2_#_18,1074,Grok 4.20,40.0,40.0,50.0,40.0,40.0,14.2,40.0,0.8,40.9,1.4196616916499143
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_literary_#_rink_rats_chapter2_#_42,1098,Grok 4.20,60.0,60.0,80.0,70.0,50.0,19.54,58.0,0.8,60.7,1.9542439259012867
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_speech_#_vid_6dP6bHX73_k_#_0,1213,Grok 4.20,30.0,40.0,50.0,40.0,30.0,13.4,33.29,0.8,35.2,1.3404404723187375
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_news_#_brisbanetimes.com.au.306576_#_2,1101,Grok 4.20,40.0,50.0,50.0,50.0,40.0,14.770000000000001,43.29,0.8,44.3,1.476775491570337
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_social_#_114174389242714730_#_6,1175,Grok 4.20,50.0,40.0,60.0,60.0,50.0,15.649999999999999,46.71,0.8,48.70000000000001,1.5647155126975318
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_news_#_newrepublic.com.12619_#_0,1328,Grok 4.20,20.0,20.0,30.0,30.0,20.0,11.52,20.0,0.8,21.5,1.152465050697062
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_speech_#_vid_YTxmx8hyJtA_#_0,1018,Grok 4.20,50.0,50.0,60.0,50.0,40.0,15.68,48.0,0.8,49.2,1.5675033830172878
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_news_#_guardian.231311_#_5,1314,Grok 4.20,40.0,30.0,50.0,50.0,30.0,13.67,34.71,0.8,37.0,1.36719752962519
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_speech_#_vid_Ft41IG2BAG8_#_0,1216,Grok 4.20,40.0,50.0,70.0,60.0,40.0,15.61,43.29,0.8,46.7,1.560734010228338
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_speech_#_vid_rU8nY03Lo5s_#_0,1241,Grok 4.20,40.0,50.0,40.0,50.0,30.0,14.379999999999999,41.28999999999999,0.8,41.7,1.4380297515638372
EN-cs_CZ,wmt25_fluency_benchmark,en-cs_CZ_#_news_#_nytimes.153341_#_3,944,Grok 4.20,60.0,60.0,70.0,60.0,60.0,18.79,60.0,0.8,60.9,1.8787603694160102
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_literary_#_rink_rats_chapter2_#_15,1261,Grok 4.20,40.0,30.0,50.0,40.0,30.0,13.57,34.71,0.8,36.400000000000006,1.3571186237568802
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_news_#_en.ndtv.com.357237_#_2,1291,Grok 4.20,20.0,20.0,30.0,20.0,20.0,11.44,20.0,0.8,20.9,1.1444819669206479
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_speech_#_vid_JoTLTGv8kqA_#_0,1220,Grok 4.20,40.0,40.0,50.0,40.0,30.0,13.959999999999999,38.0,0.8,39.2,1.396034310445879
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_literary_#_rink_rats_chapter2_#_9,1457,Grok 4.20,50.0,60.0,70.0,60.0,50.0,17.3,53.29,0.8,55.20000000000002,1.7297041935806277
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_literary_#_rink_rats_chapter2_#_30,1276,Grok 4.20,30.0,20.0,50.0,30.0,30.0,12.56,26.709999999999997,0.8,29.000000000000004,1.255931318954068
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_news_#_guardian.230737_#_2,1521,Grok 4.20,50.0,50.0,60.0,50.0,50.0,15.96,50.0,0.8,50.9,1.596060282977499
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_news_#_guardian.230737_#_4,1523,Grok 4.20,40.0,40.0,50.0,50.0,30.0,14.059999999999999,38.0,0.8,39.8,1.4061132163141892
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_social_#_114151944720213193_#_2,1559,Grok 4.20,50.0,60.0,50.0,60.0,40.0,16.33,51.28999999999999,0.8,51.7,1.632878898734561
EN-zh_CN,wmt25_fluency_benchmark,en-zh_CN_#_speech_#_vid_3DI4-E5Imow_#_0,2805,GPT-5.4 High,80.0,90.0,70.0,80.0,80.0,37.92,83.29,0.8,81.89999999999999,3.7922175804772715
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_social_#_114417630342798842_#_0,1189,Grok 4.20,30.0,30.0,40.0,30.0,20.0,12.549999999999999,28.0,0.8,29.2,1.2554486137416958
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_social_#_114417630342798842_#_11,1616,Grok 4.20,60.0,70.0,80.0,70.0,60.0,21.38,63.29,0.8,65.19999999999999,2.137869260852793
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_social_#_114157282362077575_#_1,1565,Grok 4.20,60.0,60.0,70.0,50.0,60.0,18.63,60.0,0.8,60.3,1.8630702456438646
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_news_#_guardian.231311_#_7,1534,Grok 4.20,50.0,50.0,60.0,60.0,50.0,16.12,50.0,0.8,51.5,1.6117504067496446
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_speech_#_vid_M7v3ZfP4fm0_#_0,1425,Grok 4.20,40.0,30.0,50.0,40.0,40.0,13.81,36.71,0.8,38.10000000000001,1.3807460049609153
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_speech_#_vid_JoTLTGv8kqA_#_0,1422,Grok 4.20,30.0,30.0,50.0,40.0,40.0,13.25,32.0,0.8,34.10000000000001,1.3251521668337736
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_social_#_114417630342798842_#_14,1405,Grok 4.20,20.0,30.0,40.0,40.0,30.0,12.330000000000002,25.29,0.8,27.5,1.2331858683178463
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_news_#_guardian.228996_#_8,1116,Grok 4.20,30.0,40.0,50.0,40.0,30.0,13.4,33.29,0.8,35.2,1.3404404723187375
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_news_#_guardian.229703_#_5,1514,Grok 4.20,50.0,70.0,60.0,80.0,50.0,19.14,56.589999999999996,0.8,58.3,1.9140409532271294
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_speech_#_vid_YTxmx8hyJtA_#_0,1434,Grok 4.20,20.0,20.0,20.0,30.0,20.0,11.399999999999999,20.0,0.8,20.6,1.1404904250324408
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_social_#_114220065940975488_#_15,1592,Grok 4.20,40.0,40.0,60.0,50.0,40.0,14.530000000000001,40.0,0.8,42.400000000000006,1.4532757831764425
EN-et_EE,wmt25_fluency_benchmark,en-et_EE_#_news_#_guardian.228996_#_3,1111,Grok 4.20,40.0,50.0,60.0,50.0,40.0,15.0,43.29,0.8,45.199999999999996,1.5003106772285553
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_speech_#_vid_2cLeDVfEqG4_#_0,1627,Grok 4.20,40.0,50.0,60.0,60.0,40.0,15.16,43.29,0.8,45.8,1.5160008010007007
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_literary_#_rink_rats_chapter2_#_18,1466,Grok 4.20,60.0,70.0,70.0,60.0,60.0,20.18,63.29,0.8,63.70000000000001,2.0179303536797706
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_speech_#_vid_QgTkUWYd82M_#_0,1430,Grok 4.20,30.0,40.0,40.0,30.0,20.0,12.940000000000001,31.29,0.8,32.0,1.2943643004306948
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_social_#_114294867111841563_#_5,1374,Grok 4.20,60.0,50.0,70.0,60.0,60.0,18.060000000000002,56.71,0.8,58.10000000000001,1.8055397918126646
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_social_#_114174389242714730_#_0,1361,Grok 4.20,40.0,30.0,50.0,40.0,40.0,13.81,36.71,0.8,38.10000000000001,1.3807460049609153
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_news_#_nytimes.154208_#_2,1341,Grok 4.20,30.0,30.0,40.0,30.0,20.0,12.549999999999999,28.0,0.8,29.2,1.2554486137416958
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_speech_#_vid_AJlp_obQgq8_#_0,1633,Grok 4.20,60.0,50.0,70.0,70.0,60.0,18.35,56.71,0.8,58.70000000000001,1.835361931297756
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_news_#_brisbanetimes.com.au.306576_#_3,1708,Grok 4.20,50.0,60.0,70.0,50.0,50.0,17.14,53.29,0.8,54.60000000000001,1.7140140698084823
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_news_#_guardian.231311_#_6,1315,Grok 4.20,30.0,30.0,40.0,40.0,30.0,12.86,30.0,0.8,31.499999999999993,1.2864064268272735
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_speech_#_vid_7Aw4Q46omiM_#_0,1631,Grok 4.20,50.0,60.0,50.0,60.0,50.0,16.61,53.29,0.8,53.4,1.6614357986947723
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_speech_#_vid_M7v3ZfP4fm0_#_0,1640,Grok 4.20,50.0,50.0,60.0,40.0,50.0,15.860000000000001,50.0,0.8,50.30000000000001,1.585981377109189
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_news_#_guardian.228996_#_7,1718,Grok 4.20,40.0,30.0,60.0,50.0,50.0,14.43,38.71,0.8,41.30000000000001,1.4429169964476547
EN-it_IT,wmt25_fluency_benchmark,en-it_IT_#_speech_#_vid_Lb7Dhf7oo4Y_#_0,1639,Grok 4.20,30.0,40.0,30.0,30.0,20.0,12.82,31.29,0.8,31.1,1.281855686852088
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_social_#_114417630342798842_#_8,1399,Grok 4.20,40.0,30.0,50.0,40.0,40.0,13.81,36.71,0.8,38.10000000000001,1.3807460049609153
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_news_#_guardian.231311_#_1,1729,Grok 4.20,50.0,60.0,40.0,50.0,50.0,16.31,53.29,0.8,51.89999999999999,1.6306273161201619
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_literary_#_rink_rats_chapter1_#_30,1693,Grok 4.20,50.0,60.0,70.0,60.0,50.0,17.3,53.29,0.8,55.20000000000002,1.7297041935806277
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_literary_#_rink_rats_chapter1_#_16,1679,Grok 4.20,50.0,50.0,60.0,50.0,40.0,15.68,48.0,0.8,49.2,1.5675033830172878
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_literary_#_rink_rats_chapter1_#_18,1681,Grok 4.20,40.0,40.0,50.0,50.0,40.0,14.299999999999999,40.0,0.8,41.49999999999999,1.4297405975182242
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_speech_#_vid_6dP6bHX73_k_#_0,1819,Grok 4.20,60.0,50.0,70.0,60.0,60.0,18.060000000000002,56.71,0.8,58.10000000000001,1.8055397918126646
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_social_#_114174389242714730_#_3,1778,Grok 4.20,50.0,60.0,70.0,50.0,50.0,17.14,53.29,0.8,54.60000000000001,1.7140140698084823
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_social_#_114300646822630777_#_3,1786,Grok 4.20,40.0,50.0,60.0,40.0,40.0,14.9,43.29,0.8,44.6,1.4902317713602453
EN-is_IS,wmt25_fluency_benchmark,en-is_IS_#_speech_#_vid_Ft41IG2BAG8_#_0,1418,Grok 4.20,30.0,20.0,40.0,40.0,30.0,12.490000000000002,26.709999999999997,0.8,28.700000000000003,1.2491520358706745
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_news_#_guardian.231311_#_2,1730,Grok 4.20,50.0,50.0,70.0,50.0,60.0,16.85,52.0,0.8,53.5,1.685248842892882
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_social_#_114417630342798842_#_15,1810,Grok 4.20,80.0,70.0,90.0,90.0,90.0,36.81,78.71000000000001,0.8,80.39999999999999,3.680538801076318
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_social_#_114157282362077575_#_1,1771,Grok 4.20,40.0,50.0,40.0,30.0,40.0,14.43,43.29,0.8,42.199999999999996,1.4432391511804912
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_news_#_nytimes.153341_#_0,1949,Grok 4.20,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8,10.0,1.0
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_news_#_guardian.231314_#_2,1739,Grok 4.20,30.0,40.0,40.0,30.0,20.0,12.940000000000001,31.29,0.8,32.0,1.2943643004306948
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_speech_#_vid_HjRhgaz1xTI_#_0,1826,Grok 4.20,50.0,50.0,60.0,50.0,40.0,15.68,48.0,0.8,49.2,1.5675033830172878
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_news_#_guardian.230737_#_3,1723,Grok 4.20,60.0,50.0,70.0,50.0,50.0,17.450000000000003,54.71,0.8,55.8,1.7453943173527733
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_news_#_guardian.228996_#_2,1897,Grok 4.20,20.0,20.0,30.0,20.0,10.0,11.22,18.0,0.8,19.2,1.1219557189071234
EN-ja_JP,wmt25_fluency_benchmark,en-ja_JP_#_speech_#_vid_r-aI0JD0bCE_#_0,1847,Grok 4.20,50.0,50.0,60.0,50.0,50.0,15.96,50.0,0.8,50.9,1.596060282977499
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_news_#_guardian.229338_#_0,2092,Grok 4.20,70.0,70.0,90.0,80.0,80.0,28.279999999999998,72.0,0.8,74.10000000000001,2.8282553851402867
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_news_#_nytimes.153341_#_0,2122,Grok 4.20,50.0,50.0,80.0,60.0,40.0,17.18,48.0,0.8,51.6,1.7180434837050014
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_social_#_114300646822630777_#_10,2001,Grok 4.20,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8,10.0,1.0
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_news_#_nytimes.154208_#_0,2127,Grok 4.20,60.0,60.0,90.0,80.0,50.0,21.909999999999997,58.0,0.8,62.19999999999999,2.1910991638920976
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_literary_#_rink_rats_chapter2_#_15,2052,Grok 4.20,40.0,50.0,70.0,50.0,40.0,15.45,43.29,0.8,46.099999999999994,1.5450438864561926
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_news_#_guardian.230238_#_4,1908,Grok 4.20,20.0,20.0,30.0,20.0,20.0,11.44,20.0,0.8,20.9,1.1444819669206479
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_speech_#_vid_8qZFupajBuo_#_0,2009,Grok 4.20,30.0,20.0,30.0,40.0,20.0,12.14,24.71,0.8,26.1,1.214024684925561
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_news_#_guardian.230737_#_6,2105,Grok 4.20,60.0,60.0,70.0,60.0,60.0,18.79,60.0,0.8,60.9,1.8787603694160102
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_social_#_114417630342798842_#_6,2186,Grok 4.20,60.0,70.0,70.0,60.0,60.0,20.18,63.29,0.8,63.70000000000001,2.0179303536797706
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_speech_#_vid_fWRlPSl5itQ_#_0,2027,Grok 4.20,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8,10.0,1.0
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_news_#_guardian.230737_#_5,2104,Grok 4.20,40.0,50.0,60.0,40.0,30.0,14.670000000000002,41.28999999999999,0.8,42.9,1.4666043901562102
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_news_#_guardian.231311_#_6,2113,Grok 4.20,50.0,50.0,70.0,60.0,50.0,16.56,50.0,0.8,52.400000000000006,1.656483615977282
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_social_#_114174389242714730_#_3,1969,Grok 4.20,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8,10.0,1.0
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_news_#_guardian.231314_#_0,2319,Grok 4.20,20.0,30.0,50.0,30.0,20.0,12.170000000000002,23.290000000000003,0.8,26.099999999999998,1.217346414034733
EN-mas_KE,wmt25_fluency_benchmark,en-mas_KE_#_social_#_114157282362077575_#_2,1963,Grok 4.20,30.0,40.0,40.0,20.0,30.0,13.09,33.29,0.8,33.10000000000001,1.3089999540207873
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_speech_#_vid_PJLN1kAzbyw_#_0,2215,Grok 4.20,40.0,50.0,60.0,60.0,40.0,15.16,43.29,0.8,45.8,1.5160008010007007
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_news_#_guardian.230737_#_0,2302,Grok 4.20,40.0,40.0,60.0,40.0,40.0,14.43,40.0,0.8,41.8,1.4431968773081325
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_social_#_114220065940975488_#_5,2157,Grok 4.20,40.0,50.0,60.0,50.0,40.0,15.0,43.29,0.8,45.199999999999996,1.5003106772285553
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_news_#_guardian.231311_#_0,2310,Grok 4.20,30.0,40.0,50.0,30.0,20.0,13.09,31.29,0.8,32.900000000000006,1.3094826592331597
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_speech_#_vid_Lb7Dhf7oo4Y_#_0,2211,Grok 4.20,30.0,40.0,30.0,30.0,20.0,12.82,31.29,0.8,31.1,1.281855686852088
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_social_#_114417630342798842_#_12,2400,Grok 4.20,40.0,40.0,50.0,30.0,20.0,13.65,36.0,0.8,36.9,1.3650764973603013
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_speech_#_vid_P2a0lVGYDNo_#_0,2214,Grok 4.20,40.0,50.0,60.0,50.0,30.0,14.770000000000001,41.28999999999999,0.8,43.5,1.47668329602452
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_news_#_nytimes.153341_#_1,2123,Grok 4.20,50.0,40.0,60.0,60.0,50.0,15.649999999999999,46.71,0.8,48.70000000000001,1.5647155126975318
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_social_#_114417630342798842_#_2,2390,Grok 4.20,50.0,60.0,70.0,50.0,50.0,17.14,53.29,0.8,54.60000000000001,1.7140140698084823
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_news_#_newrepublic.com.12619_#_3,2332,Grok 4.20,40.0,50.0,60.0,40.0,40.0,14.9,43.29,0.8,44.6,1.4902317713602453
EN-ru_RU,wmt25_fluency_benchmark,en-ru_RU_#_speech_#_vid_27keISTaqYw_#_0,2201,Grok 4.20,30.0,40.0,50.0,30.0,30.0,13.32,33.29,0.8,34.60000000000001,1.3321013965996662
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_news_#_guardian.228996_#_0,2488,Grok 4.20,30.0,30.0,50.0,20.0,40.0,13.09,32.0,0.8,32.900000000000006,1.3088300073382884
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_literary_#_rink_rats_chapter2_#_18,2255,Grok 4.20,60.0,50.0,70.0,60.0,50.0,17.61,54.71,0.8,56.400000000000006,1.761084441124919
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_social_#_114300646822630777_#_4,2380,Grok 4.20,50.0,50.0,50.0,60.0,40.0,15.600000000000001,48.0,0.8,48.900000000000006,1.559658321131215
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_social_#_114300646822630777_#_9,2385,Grok 4.20,40.0,20.0,40.0,30.0,30.0,12.96,31.41,0.8,32.1,1.296406798278745
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_literary_#_rink_rats_chapter1_#_9,2452,Grok 4.20,40.0,40.0,60.0,50.0,40.0,14.530000000000001,40.0,0.8,42.400000000000006,1.4532757831764425
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_literary_#_rink_rats_chapter2_#_9,2246,Grok 4.20,40.0,40.0,50.0,50.0,30.0,14.059999999999999,38.0,0.8,39.8,1.4061132163141892
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_literary_#_rink_rats_chapter1_#_16,2459,Grok 4.20,40.0,50.0,60.0,50.0,30.0,14.770000000000001,41.28999999999999,0.8,43.5,1.47668329602452
EN-sr_Cyrl_RS,wmt25_fluency_benchmark,en-sr_Cyrl_RS_#_speech_#_vid_8qZFupajBuo_#_0,2413,Grok 4.20,40.0,40.0,50.0,50.0,30.0,14.059999999999999,38.0,0.8,39.8,1.4061132163141892
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_news_#_guardian.229338_#_2,2499,Grok 4.20,50.0,50.0,70.0,60.0,40.0,16.279999999999998,48.0,0.8,50.7,1.6279267160170707
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_literary_#_rink_rats_chapter1_#_15,2458,Grok 4.20,50.0,50.0,60.0,50.0,40.0,15.68,48.0,0.8,49.2,1.5675033830172878
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_literary_#_rink_rats_chapter1_#_30,2473,Grok 4.20,60.0,60.0,70.0,80.0,60.0,19.69,60.0,0.8,62.099999999999994,1.9686603540263887
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_news_#_guardian.229338_#_1,2498,Grok 4.20,50.0,60.0,70.0,70.0,50.0,17.6,53.29,0.8,55.8,1.7595263330657194
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_social_#_114220065940975488_#_0,2557,Grok 4.20,50.0,40.0,70.0,60.0,50.0,16.09,46.71,0.8,49.60000000000001,1.6094487219251692
EN-uk_UA,wmt25_fluency_benchmark,en-uk_UA_#_social_#_114220065940975488_#_10,2567,Grok 4.20,40.0,40.0,60.0,50.0,40.0,14.530000000000001,40.0,0.8,42.400000000000006,1.4532757831764425
